3f5adce244ba5522cbebbc2ce4	na	b1e3i2e3aj4a2i3r4r5i3q4n5a3y4kqtz5q6ac5k6kn5e6ei7e8s1c2e3a2k3n4a2i3re4r5i4n3y4k5j4z6a4e5ck6k7c5e6i7e8
2f2e3d2374729dfe8ba58206c4	Gs	b1e2e3anj2i3e5i4n5a3y4kyqjz6ac5k6kn7c4c5e6i7es3i4a3re4r5i2n3cq4nw5a3yk5j4j5n4z5q6a5y7c4c6i7e8
3a93d982f4f6387868354254ee	na	B12aei3-knry4iqyz5ijr6-ci7e8/S01e3-aenr4jknwz5-aeq6-ci78
01200e9c931247d8c54655a52f	na	b01ce2a3i2k3jreq4n3yk4ktz6a4e5cyk6kis1c2acek3j2i3e4i3cq4w5a4yqj5rc6c4c
1728062d874186a9f407d959bf	na	b01ce2ac3ia2k4a2i3re2n3cq4nw3k4kj5n4e5c6c5ke6i7e8s01e2c3a2k3j4ai3c4n5a3k4yq5jrq6c4c6i
01000dc7177ee169e0ea7e9def	na	b01ce2a3i2e3a2k3j4a3r4r5i3cq4nw3y5j4tjz5rq6a4e5k6kis02a3i2e3a2k3nj2i3rc4nw3yk4yq5j4j5q6a4e5cy
00c55704522a031a75c12d25d7	na	B012-a3-einr4cez5akq6n/S1c2cei3-ijk4ijqz5eky6cen
145010240792d496641820636f	na	b01ce2a3i2ek3n4ri3cq5a4kqtjz6a4e6cne8s1ce3n4i2n3q5a4kyq5je6i
042c4d92b1269f740438b5b6ff	na	b01ce2ac3i2e3anj4ri5i3yk4kyqjz5ryk6k4c5es01c2acek3n4ai2n3q4nw3y4yj5nr6a5cyk4c6i
030de0654014a7c1eda651fd7f	na	B012-in3-an4acejknw5eijr6aci7/S012ack3ejr4eiwz5aikq6kn
0148b7b019dd1b6ebbaa0ff67f	na	b01ce2ac3i2e3njr4r5i2n3c4n5a3yk4yq5nrq6a5y6c5k6n7c5e6is01ce2ac3i2e3are4r5i2n3c4nw3k4kytj5cy6ck5e
3b1a8743ed455f9ad72064235a	na	b1c2acek3n5i2n3q4n5a3yk4kyqt5nrke6ei7e8s1c2e3nje4ri3cq5a3k4y5j4t5n4z5rq6a4e5y6ck7ce8
0aff84d3ce05484f6ba1b9d2a0	na	b3ian2i5i3cq4w5a4yt5nryk4c5e6e7es01e2ac3a2k3n4a3re4r5i2n3c4wq5j4tz5rq6a4e5c6kn7c4c5e6e7e
3a26ebb124511911dca825b230	na	b2c3in4r5i2n3q4nw3y4yq5n6a5y6ck7c4c7e8s01c2ace3nr4i5i3qk5jnqcy6c5k6k7c4c7e8
07749028f42fa4ebbfa9f85baf	na	b01ce2a3ia2k3n4a2i4r5i2n3c4nw5a4k5j4j5n4z5rqc6cn4c6ei7es01e3a2k3nj4a3re4ri5i3c4nw5a3y5j4j5n4z5r6k4c5e6i
18cfd4221a8e009adc20a5be92	8	b1c2c3anj4a5i2n3q4n5a4z5rq6c5k6n4c5e8s01c2ace3n4ai5i3cq5a4kqtj6a5k6kn7c5e6e7e
15131f1dbe8cdad0e397d22873	na	b01c2c3i2e4a2i3re4i3cq4n3k4yqtj5rq4e5cyk6knei8s1c3i2k3j4a3re4r3q4w5a4kq5j4tj5nrqy6cn7c6i
16c1a2b82eef490c65a7e1f35f	na	b01ce2acek3n2i3re5i3cqy4yt5n4z5rqcy6c7ce8s01ce2ac3nj4a3re4i2n3cyk4kq5j4t5nc6ckn5e6ei
3f6e6d679f59e0afcb7a772140	*	b2ek3r4ri5i3q4nw5aj4tj5nq6a4e6c5k6k7c4c5e6i7e8s1c2c3i2ek3nj2i3e4r5i2n3c4n5a3k4yq5j4tj5rq6a4e5yk7c4c5e6i7e8
2ef8c047eb848fea5841ea9a94	na	b1e2c3an4a2in3q5a3yk4kyj5r4e5e6e7es02a3ianj4a2i5i3c4nw5a4kyqt5n4z5rq6a4e5k6k4c5e6ei7e8
008d04be73e33e2e6f7e947f5f	*s	B012-in3-aiy4-jntw5-qr6c/S012-ac3ceky4-cetw5cin6aen
2c26827d02616f5774602200d0	na	b2ce3a5i2n3cq4w5a3yk4ky5j4t5n4e5cy6c4cs3in2i4i2n3q4w3yk4q5q4e6ck7c4c6i7e8
2dedf009c9902be954e22aa81f	na	b01ce2ac4a3r5i2n3q4w3yk4y5j6a5c6n7c4c5e6is1c2a3ian2i3r4i3c4nw5a4kytz5rqk6kn4c5e6ei7e8
1114240000003001d038000980	na	B2kn3aq4acinqrw5ijk6ei7c8/S12k3-anq4ainr5-ceqy6ak78
16c1fcd033c1b8b3d7b3a6aa3f	na	b01ce2ac3in4a2i3r4i5i2n3q4nw5a4yq5j4j5nyk6kn7ce8s1c2a3i2e3n4a3re4ri3q4n5a3k4kyqj5n4e5ck6kn5e6ei
00140a2153d01a5227fe15e344	GPT	B1e2ek3ceknr4ciqry5ai6-in/S12-n3ekqr4-acent5q6c
35711ce8fc25585b9480896430	M	b2c3ij2n4nw5a4yqt5nrc6c5k6knei8s1ce2c3a4a3r4i3cq4w3y5j4tj5n4z5r4e5c6n4c5e6i8
3f9afe3dc3fed3bb30b6a502c6	M	B12en3-ijq4eijqtwz5-jn678/S2ce3cknqry4aknqyz5akqr6ceik78
138df54c70b1b45122be0014eb	Seed	B01c2ae3-knqy4-antyz5-aqry6ain78/S03qry4ejkrwz5kny6ekn
175a2c9003cd754fb4703af8b0	na	b2c3ia4ai5i2n3c4nw5a3y4kq5j4t5nrqyk6k7c5e6ei7e8s01ce2a3ia2k3n2i4i2n3c4w3k4kyq5c7c5e6i
2b19bfe8c1b72dc2f01b08fc65	na	b01e3i2e3j4a2i3r4ri2n3cq4n5a3y4ky5jn4z5r6a5c6c5k6kn7c5e6ei7es01ce2a3a4w5a3y4kyz5r4e5cy6ckn7e8
38fb8443632a08ecc7b8173a73	Typical	b01c2c3i2e3n4ari5i3q4nyz5qke6e8s01c2c3i2ek3re4ri2n3c4nw5a3y4yq5n4z5q6a4e6kn7c4c5e6e7e8
3ee798135ded95feb931987abd	MTypical	B01e2-ek3aciny4acijknq5-cejk6kn7e8/S012kn3-ijnr4-eiqr5aeijq6-c78
3afa7ac3c7a7414b81c6fc68e7	Typicalfreezing	b01ce3i2e3a4a3re4nw5a3y4t5n4z5r6kn7c5e6e7e8s1ce2e3a2k3nj4a2i3rec4w3y4kyq5j4z5rq6a4e5c6c5k7c4c5e6e7e8
3fb7d9f5f4f7a186fe17c12a2d	Typical	b01e2a3in4a2i3re4i2n3cq4n5a3y5j4j5n4z5r6a4e5y6ckn4c6ei7e8s1c2c3j4ari5i2n5a3yk4k5j4j5n4z5rq4e5cyk6kn7c4c6ei7e8
031e79b9ea1291038b7f4405fb	Typical	B01c2-n3-cknq4-aekty5aceiy67/S2ei3ej4qrtz5-aej7c
011148c419f8e43638b8dc878f	na	b01ce2a3a2k3nj4ri5i2n3c5a4k5j4tj5q6a4e6keis2ae3a2k3j4a3r5i2n3q4n3yk4kytje5ck6n
164814390213d3762f331dad7f	Typical	b01ce2ac3i2ek3j4a2i3r4i5i3c5a3yk4qtj5n4z6a5cy6c5k6n5e7e8s1c2ace3a2k3e4ri5i2n3q4nwq5qe6i
1ff2bc7cc13d268fd438c5d6f4	GTTypical	B1e2cen3-cery4eiknrw5-e678/S01e2-ik3cjy4aceiyz5aer6eik7
3e4f84a3f6faf0e4c3ccc56a92	SparkyTypical	B1c2c3aenq4acjnqrtz5ejkq6ac7e8/S12cein3ejkry4ajknqrwz5-iky6aikn78
038c5829d165d0cb4e72ffeb7b	GETypical	b01c2ac3i2ek3n4a3r4i5i3q4w5a4qtj5nrc6ckn4c5e6i7es1ce2ac3i2e3a2k3nj4a2i4ri5i3c4w5a3yk4yjz5rqk6e
0fb40dc10364d00c119cff257f	LTypical	b01ce2ac3i2ek3je4ri2n4qtj5rk6k4c6ei7es1c2c3i2e3a2k3nj4a3re2n3cyk4yq5q4e5cy4c6ei7e
09e4b210ebaf599d72603597c0		b2e3a2k3nj5i2n3cq4w3y4yqt5n4z5rqy6n7c4c6is02acek3n2i4r2n3cq5a3y4kyqt5n4z5r6ck4c5e6e7e
0348d94d6b2d7ed4b67040ee5f	GP	b01ce2ace3nj4ai5i2n3c4n3k4kyq5j4t5nrq4e5c6kn5e6i7es1ce2a3j2i4ri2n3q4w5a3y4yqt5n4z5q4e5yk6k5e
25fef952f76f64eb2f4b28788c	TypicalTransform	B1e2ai3acr4ackrtwz5-cik6eikn7c/S012i3acekny4-akt5-cq6aeik7c8
3b76f9465e8c0b0cbca0550818	Dstable	B2acn3cky4aceny5iqr6-ac78/S2-ai3cjr4-anrwy5eijky6ak78
020520f40fb4f72b8bcead34bf	NormTypical	b01ce2ac3iajre4rnw5a3yk4kq5j4tj5r6a4e5y6c7c4c7es01c2ce3an4a2i3re4r5i3c4n3y4kyq5j4te5c6n
045d008473a91cce395c712f8f	Sparky	b01ce2a3a2k3nj4a3e4ri2n3c5a4kyq5nq4ec5e6es1c2ck3nj2i3e5i2n3c4w5a3y4kyqj5n4z5c6n5e6i
